id1,id2,distance
1,2,372.0941512342277
1,3,560.3036477804213
1,4,369.5885219310938
1,5,750.9442793683478
1,6,329.00992474430154
1,7,518.915227347245
1,8,398.05908930741793
1,9,762.5924801476758
1,10,768.5665162423433
1,11,531.7154689607029
1,12,805.543362068638
1,13,522.325706856566
1,14,562.4393513367465
1,15,874.1495302702002
1,16,487.4161494396466
1,17,604.5825513382958
1,18,721.80813336294
1,19,906.3780861650702
1,20,466.9851611436954
1,21,712.5031958429519
1,22,774.4424781020808
1,23,581.6102485745271
1,24,691.8112061024225
1,25,606.5009985539372
1,26,691.0033065169017
1,27,816.7855987397494
1,28,768.9379039450839
1,29,787.3413517130238
1,30,878.2851494690001
1,31,859.6497448753231
1,32,871.3736660378247
1,33,755.6732452498367
1,34,850.3018024302003
1,35,874.7702699411115
1,36,534.1849398330635
1,37,826.1641776574746
1,38,867.5581887055969
1,39,846.3688518541358
1,40,859.9832572157202
1,41,871.4084048499949
1,42,883.5569493338031
1,43,866.5370625030182
1,44,879.116823319408
1,45,805.2836042332682
1,46,875.7152414871172
1,47,858.1401532916191
1,48,875.7488594847771
1,49,886.5100947319958
1,50,894.0555817263582
1,51,854.5890050554898
1,52,878.1072654076677
1,53,877.789219826976
1,54,881.8132390488003
1,55,889.2007568632539
1,56,876.4182688014256
1,57,798.1781033920767
1,58,871.579818363057
1,59,573.5344619652165
1,60,782.7290991724789
1,61,870.6167648374667
1,62,586.7236152862539
1,63,567.213285793143
1,64,824.4763884572219
1,65,573.045047482703
1,66,870.1675156592845
1,67,880.6784825131907
1,68,854.2628144079852
1,69,771.2671098448366
1,70,830.266463485604
1,71,678.3768830410222
1,72,745.9827629781422
1,73,893.2694935142542
1,74,785.1305997950761
1,75,757.0639165328456
1,76,730.7810419106727
1,77,864.8851140076954
1,78,776.5131407472051
1,79,871.7812850957587
1,80,736.5780629219017
1,81,875.725121193227
1,82,696.5352114104298
1,83,874.6493552198049
1,84,910.324235212958
1,85,672.712448663188
1,86,683.5384878937707
1,87,783.3421985313953
1,88,876.9607053291269
1,89,706.0973257505669
1,90,708.1752443367141
1,91,855.8593724698328
1,92,911.7061999587436
1,93,897.4970112024283
1,94,738.8697525007377
1,95,914.0219225428284
1,96,914.130597158034
1,97,931.2797156150543
1,98,746.6964616079163
1,99,757.1034857017456
1,100,988.7538538795876
1,101,765.5142890184088
1,102,861.838460960132
1,103,910.9088630233945
1,104,796.903339290807
1,105,973.6431053421236
1,106,967.3481793025715
1,107,996.3043419229755
1,108,997.3534492735164
1,109,872.2195274834562
1,110,1042.0128829414962
1,111,827.749148554139
1,112,1049.160247095943
1,113,893.2548497828047
1,114,897.2894542543401
1,115,1070.7596388793784
1,116,1068.5079971999521
1,117,1085.175677021928
1,118,1047.025934760801
1,119,977.59879794043
1,120,1148.3023400134018
1,121,1129.3580288086564
1,122,1037.0069549244731
1,123,1209.077088184552
1,124,1219.2632315824555
1,125,990.8428601728763
1,126,993.3334095668657
1,127,988.4504375567765
1,128,1213.8860375023733
1,129,1173.3061768190482
1,130,1006.8610939112225
1,131,1152.8445937718095
1,132,1032.7033384535423
1,133,1209.2254605457586
1,134,1043.678879105714
1,135,1197.6554845732567
1,136,1190.0806378944917
1,137,1082.7025319501936
1,138,1107.8721399351352
1,139,1119.7672066875505
1,140,1097.4395678572812
1,141,1154.838537725537
1,142,1109.5729584722396
1,143,1257.334416027976
1,144,1158.7114446526978
1,145,1118.5022497866435
1,146,1134.7308140896043
1,147,1200.345696427534
1,148,1261.7128744021363
1,149,1141.0729102228559
1,150,1177.6191596911171
1,151,1235.8967785442483
1,152,1199.4805205912191
1,153,1194.9952899669556
1,154,1186.0908301180543
1,155,1263.9255322844383
1,156,1162.7279079341363
1,157,1211.0960533518628
1,158,1280.5882437380096
1,159,1279.9069705559784
1,160,1345.8386515799068
1,161,1222.8575758352993
1,162,1306.8389314404449
1,163,1232.1167321942735
1,164,1237.5020794695095
1,165,1296.4878281127271
1,166,1356.032816712044
1,167,1328.1978436453658
1,168,1331.8726454776424
1,169,1283.606832802027
1,170,1360.899466692693
1,171,1378.0596316005083
1,172,1314.4464473263606
1,173,1325.8718387871775
1,174,1325.4595590647223
1,175,1334.818008698445
1,176,1318.5255937533898
1,177,1364.7110309105346
1,178,1379.9875836688725
1,179,1335.4026583791806
1,180,1390.704729420342
1,181,1383.7280020243957
1,182,1348.5747595466948
1,183,1367.977434845666
1,184,1382.7651712116747
1,185,1428.3898420971025
1,186,1370.1650569714868
1,187,1389.0155857967995
1,188,1418.6771275699523
1,189,1419.2301069398366
1,190,1414.1215448333041
1,191,1427.5531063136257
1,192,1435.305822077264
1,193,1459.391996689032
1,194,1427.3409493781132
2,1,372.0941512342277
2,3,195.13370816373165
2,4,150.17087690897196
2,5,412.0751973282144
2,6,304.65231747552673
2,7,279.2219121897825
2,8,336.8792799128033
2,9,457.39748869063504
2,10,463.21684750087456
2,11,363.1117102538266
2,12,509.69384658530015
2,13,402.3579706930723
2,14,403.43123755120735
2,15,568.5201250116028
2,16,428.79387073540425
2,17,418.96449730257575
2,18,487.29734999140663
2,19,608.7579581552022
2,20,609.1616651970829
2,21,485.1816975737007
2,22,522.6618235615143
2,23,466.7865477633646
2,24,489.72722380378895
2,25,475.36091334719544
2,26,491.0684958132093
2,27,554.6588642168515
2,28,530.2955625153365
2,29,540.633323131536
2,30,603.5024802438671
2,31,591.2440169300338
2,32,599.2652519317614
2,33,531.9845177827056
2,34,589.4327381076531
2,35,606.7155678297029
2,36,562.8315074603848
2,37,575.7518816435156
2,38,603.9345017834715
2,39,590.3031036972154
2,40,599.0636422424551
2,41,608.8521812231994
2,42,617.6192050482647
2,43,606.7738206752135
2,44,615.1066275627381
2,45,570.3184916678396
2,46,614.0691710745591
2,47,602.776839876384
2,48,615.0875984236435
2,49,622.3924849242054
2,50,627.995607424487
2,51,602.7911087517193
2,52,617.8919475038715
2,53,617.9322221862593
2,54,620.9646524551702
2,55,626.1440844615388
2,56,618.9238892905696
2,57,573.850517190887
2,58,616.5656157996625
2,59,579.2380894676435
2,60,571.8478667367366
2,61,622.8019200643254
2,62,591.1894086041195
2,63,644.9885696996586
2,64,600.7881497933349
2,65,713.7144416992896
2,66,629.2096587420821
2,67,636.5334811294452
2,68,622.4058794183806
2,69,584.3866525926142
2,70,616.590215406122
2,71,581.5609531390927
2,72,587.3717730515979
2,73,653.6871031094373
2,74,612.2113898719056
2,75,608.6649090934403
2,76,609.8932732479394
2,77,655.2928243903932
2,78,624.4002199839836
2,79,671.8991604188891
2,80,641.7492014692483
2,81,675.5857689698382
2,82,660.5987815265239
2,83,685.4777400911697
2,84,702.4749829252354
2,85,781.8799898124627
2,86,794.7251008569564
2,87,674.4925065430419
2,88,701.8839615326705
2,89,730.9616498992673
2,90,749.5954500204494
2,91,708.064797380953
2,92,734.6528847559558
2,93,734.7569197226026
2,94,771.5971306123023
2,95,744.4419680099749
2,96,749.3145412827496
2,97,757.1308991478613
2,98,821.7586930848353
2,99,776.3401078771893
2,100,787.5642860102083
2,101,777.1886961715252
2,102,752.2762611313258
2,103,778.5698787393767
2,104,809.233365515904
2,105,804.3435833294185
2,106,806.2885695473517
2,107,820.8637575072294
2,108,821.504605943519
2,109,803.1616337525696
2,110,852.854864119966
2,111,847.2833039329043
2,112,860.7576644846888
2,113,828.8816570953521
2,114,858.9400815849081
2,115,891.1832239213036
2,116,897.0119185625166
2,117,918.3359066173521
2,118,905.4103852486152
2,119,908.8294895524944
2,120,970.5646220335917
2,121,962.4327124948782
2,122,938.4964447008008
2,123,1013.0264265379216
2,124,1022.5623178118019
2,125,971.3723811516363
2,126,970.9287211730662
2,127,986.300663087162
2,128,1031.9148172597613
2,129,1020.1859211879586
2,130,1034.8453500999356
2,131,1016.2205647567671
2,132,1024.5818621350115
2,133,1049.0454289172112
2,134,1034.3379000388575
2,135,1047.6187624062857
2,136,1053.1293684497423
2,137,1060.3075579551403
2,138,1060.6948567877805
2,139,1066.3803260864263
2,140,1080.9218663960362
2,141,1071.3519832176758
2,142,1083.4911452633999
2,143,1109.5845784474482
2,144,1088.906048328512
2,145,1105.633464393339
2,146,1105.2858965969167
2,147,1102.0461401971588
2,148,1122.3150750228099
2,149,1117.263292286169
2,150,1108.907304200241
2,151,1122.1755861954427
2,152,1114.5768758082218
2,153,1121.984151078616
2,154,1124.4829375959625
2,155,1142.5621733495007
2,156,1160.626973335777
2,157,1145.323915008383
2,158,1176.1651301508273
2,159,1182.9640037154197
2,160,1210.7657613961237
2,161,1199.938024508139
2,162,1200.7087916500313
2,163,1206.6533694888374
2,164,1204.7087277393452
2,165,1209.8857752763479
2,166,1238.801435817182
2,167,1230.2139155196837
2,168,1244.1272648098366
2,169,1256.2941586514366
2,170,1263.6218814249971
2,171,1272.2549949490626
2,172,1278.000926763608
2,173,1275.2484459150073
2,174,1275.6276957847385
2,175,1274.775586810632
2,176,1299.2786460186283
2,177,1291.6718241235137
2,178,1294.2198622083363
2,179,1293.9071695574205
2,180,1300.290231037708
2,181,1309.1653084228042
2,182,1322.0766654312358
2,183,1318.5459150795014
2,184,1318.3733625425407
2,185,1327.6360757022894
2,186,1326.302329917908
2,187,1341.7965429892029
2,188,1349.5648070995792
2,189,1357.7860119658508
2,190,1365.39247646606
2,191,1364.765198020667
2,192,1374.4525123876201
2,193,1377.262210830861
2,194,1395.2619660152156
3,1,560.3036477804213
3,2,195.13370816373165
3,4,232.89721626863317
3,5,228.67188706113362
3,6,399.5372815466377
3,7,236.06025657566252
3,8,398.1167176396862
3,9,298.7945602802888
3,10,303.8951227372041
3,11,343.47375331464474
3,12,353.8206448676658
3,13,403.79066493223485
3,14,377.44184922078966
3,15,401.26846233438454
3,16,460.223378130425
3,17,368.6086380725907
3,18,383.6115022043248
3,19,444.92627138565723
3,20,703.4787104669558
3,21,387.5457722150121
3,22,400.18330752726206
3,23,453.96833067196377
3,24,410.7247528289698
3,25,449.8220888704888
3,26,413.4309237688917
3,27,420.59902533306024
3,28,416.9578157083158
3,29,419.8281680978541
3,30,455.96403449514696
3,31,449.2219379997523
3,32,453.94875579617064
3,33,429.74240023731676
3,34,453.0320716374269
3,35,463.7312645644787
3,36,611.7262068609591
3,37,448.28941056360185
3,38,464.33161883175853
3,39,457.31442639219125
3,40,461.80111476561996
3,41,469.61904304065433
3,42,475.31675406129136
3,43,469.7005461980742
3,44,474.35466207480124
3,45,454.79431134944025
3,46,475.0715679937595
3,47,469.189728747052
3,48,476.7078482534339
3,49,481.0176287034185
3,50,484.85497903121734
3,51,471.75960098704866
3,52,479.6079556507165
3,53,479.89820339678477
3,54,481.9964293064855
3,55,485.23659552409185
3,56,482.48023595419835
3,57,465.6717001769383
3,58,482.0658053793593
3,59,613.7590089957574
3,60,473.6111814727861
3,61,492.8640358802839
3,62,623.1840311885387
3,63,705.9483578365345
3,64,490.0250036830469
3,65,796.247216422447
3,66,503.5327378742321
3,67,508.01738933249266
3,68,503.71234634878687
3,69,501.41810225759775
3,70,511.1752912120069
3,71,557.7635844365071
3,72,523.196553982123
3,73,526.9324200935837
3,74,535.1673069537236
3,75,548.2887324087709
3,76,566.9550607694559
3,77,548.8273656197281
3,78,559.5636413236297
3,79,570.3989755826008
3,80,610.5404779505197
3,81,573.5775042186366
3,82,661.0413387644966
3,83,589.7934397411777
3,84,593.0837056134666
3,85,843.8374776673786
3,86,856.5932188286384
3,87,630.7919726154151
3,88,613.8374032256163
3,89,755.9090661025627
3,90,781.1677249872326
3,91,636.7468195134554
3,92,642.5060047757064
3,93,651.6305584672953
3,94,796.6357567574079
3,95,656.2099378906248
3,96,663.6692535433363
3,97,665.0232061299516
3,98,863.881948678802
3,99,793.9456422603463
3,100,676.3672418621418
3,101,790.7502049312192
3,102,700.1434035649835
3,103,710.4811470726578
3,104,820.3042944805345
3,105,711.7968487792723
3,106,718.6473914348034
3,107,723.4581827395695
3,108,723.80837603336
3,109,770.1421714427584
3,110,745.1771153040331
3,111,859.047080526864
3,112,753.0996175068012
3,113,796.4173782913382
3,114,838.6762308381228
3,115,787.1882096314201
3,116,797.5170972121414
3,117,820.4753306565942
3,118,823.0853893569243
3,119,868.133447314224
3,120,863.842295463763
3,121,862.3619412855503
3,122,879.1439916682683
3,123,894.0337544204956
3,124,902.853203252588
3,125,953.9103279413062
3,126,951.9065552165271
3,127,977.267148294572
3,128,920.2702354052537
3,129,925.4917088356098
3,130,1039.077396884394
3,131,931.1117629406347
3,132,1010.2342840605635
3,133,949.1453666552928
3,134,1018.8223989482977
3,135,953.5320293940066
3,136,966.2232664948856
3,137,1036.4585409454469
3,138,1023.3887705185463
3,139,1025.4084231251686
3,140,1059.2324168798564
3,141,1013.5777615414409
3,142,1056.5348056468401
3,143,1014.4011848236445
3,144,1037.8886015534463
3,145,1084.7471434468257
3,146,1075.508728752799
3,147,1034.7252613915105
3,148,1031.3341485967242
3,149,1089.984073122401
3,150,1057.610495053315
3,151,1045.4876733720203
3,152,1054.1383264145409
3,153,1067.7737508161997
3,154,1076.4065798976314
3,155,1060.8661303126087
3,156,1143.0913451451186
3,157,1094.1114578325653
3,158,1102.5969502570038
3,159,1113.2569093502402
3,160,1119.2001750754375
3,161,1169.7223599013084
3,162,1125.344584374161
3,163,1174.819428415582
3,164,1169.0172367061334
3,165,1144.8760874537745
3,166,1156.1231468645742
3,167,1158.308993144215
3,168,1177.333885465036
3,169,1221.6668324819218
3,170,1191.0276300839805
3,171,1194.7674542575612
3,172,1237.7474890394458
3,173,1227.48250359158
3,174,1228.2744768300345
3,175,1221.9585928887127
3,176,1267.5028079107876
3,177,1231.3123337909349
3,178,1226.9136713168527
3,179,1250.4271550549308
3,180,1230.2918479840662
3,181,1247.4478873056014
3,182,1285.7085076109618
3,183,1270.0371194390705
3,184,1261.8463654502477
3,185,1251.2700989937418
3,186,1280.5347781466949
3,187,1293.7659742175967
3,188,1289.5868324992925
3,189,1301.6800219948457
3,190,1315.8645308782561
3,191,1307.7419687134625
3,192,1318.1919308748077
3,193,1309.541332190796
3,194,1353.7554654541261
4,1,369.5885219310938
4,2,150.17087690897196
4,3,232.89721626863317
4,5,384.9619376407208
4,6,171.80601090392574
4,7,161.3375071582867
4,8,190.2210544486594
4,9,393.6726134496162
4,10,399.66810659858805
4,11,221.77471652307406
4,12,438.53759498593917
4,13,254.1442121835927
4,14,261.8207126293292
4,15,505.8858015866032
4,16,278.8957163949656
4,17,285.5172206218231
4,18,376.707048556434
4,19,539.9064580731947
4,20,480.82056246601326
4,21,371.040002618598
4,22,422.1783905318931
4,23,319.72278274882257
4,24,365.0169070496574
4,25,330.91375282488764
4,26,365.59489433721524
4,27,460.85845924404964
4,28,423.0000745848264
4,29,437.7942379308339
4,30,518.3886129924643
4,31,501.9079116263196
4,32,512.3750440381424
4,33,417.59129486042826
4,34,495.5270925308698
4,35,517.4046638908961
4,36,416.62014114320044
4,37,475.68310723230434
4,38,511.90073738790613
4,39,493.65119105710414
4,40,505.3548522915045
4,41,516.2670201421159
4,42,527.1874205116076
4,43,512.5252561918958
4,44,523.482316402777
4,45,462.1873373521291
4,46,521.035318274
4,47,505.95790939588153
4,48,521.4974136389341
4,49,530.9458750925368
4,50,537.7940222294058
4,51,504.00415303624186
4,52,524.0898666047452
4,53,523.9242698197706
4,54,527.5787380706337
4,55,534.1289064021256
4,56,523.5845709454179
4,57,460.8456994389339
4,58,519.7959408077834
4,59,430.5947285763933
4,60,453.0783648935012
4,61,522.2521557378603
4,62,442.29077165520886
4,63,502.7069349721984
4,64,488.1340948948051
4,65,580.2269456912353
4,66,525.2660501658177
4,67,534.3328072130721
4,68,513.9316594213278
4,69,457.15859150860575
4,70,500.0371513111398
4,71,434.7254950036645
4,72,451.95306372304844
4,73,549.5111463837653
4,74,481.3286659066359
4,75,471.2681019675515
4,76,467.0027242234224
4,77,537.9307222021167
4,78,488.2396058580241
4,79,551.1918903612425
4,80,495.62566174508123
4,81,555.0453609313023
4,82,510.5590444446165
4,83,561.2899237855684
4,84,585.3371115629369
4,85,640.8451396735475
4,86,653.7334988829401
4,87,530.7998384920703
4,88,573.5369462681265
4,89,581.8457346143311
4,90,601.3720030731823
4,91,572.5262299722012
4,92,607.4909391693343
4,93,603.47830016119
4,94,622.6175120478464
4,95,615.2358266811981
4,96,618.847887455916
4,97,629.4702767769749
4,98,675.691255367604
4,99,626.6891716506663
4,100,669.3185025562956
4,101,627.2864933461965
4,102,609.8275255662693
4,103,640.7121839729288
4,104,659.2551150473154
4,105,675.9913109420424
4,106,675.6744564087113
4,107,694.5529957204129
4,108,695.3259139283166
4,109,656.038142640174
4,110,731.3235201829884
4,111,697.3856438403147
4,112,739.0773817510915
4,113,681.5203231075719
4,114,709.8430560150889
4,115,767.0512015037858
4,116,770.5147742793254
4,117,790.7480642045273
4,118,771.2002002490651
4,119,762.5002024205371
4,120,846.7493141238091
4,121,835.3489609878383
4,122,796.3061718194682
4,123,895.6045786037743
4,124,905.45485941161
4,125,821.7846826373025
4,126,821.4623867616816
4,127,836.2465624170471
4,128,910.0096016926633
4,129,889.9504931611518
4,130,884.7920441487315
4,131,881.982766233046
4,132,874.7258643303056
4,133,920.927648657444
4,134,884.5370064245852
4,135,916.8486185244161
4,136,919.2864913804439
4,137,911.1051883479573
4,138,913.1733890703247
4,139,919.4420440619878
4,140,931.4956205804206
4,141,927.9428734279284
4,142,934.5575769935457
4,143,978.7578757231711
4,144,943.8371660114095
4,145,956.1092231435956
4,146,956.6243215108963
4,147,961.0741054854037
4,148,989.5847728894015
4,149,968.3015328430406
4,150,963.8178688149121
4,151,984.0509738691583
4,152,971.6357772232603
4,153,977.490262911307
4,154,978.665169472317
4,155,1006.0697092193204
4,156,1010.8194461383098
4,157,1000.0778919695118
4,158,1036.703781001693
4,159,1042.2763427135094
4,160,1077.663033705828
4,161,1051.1529938977717
4,162,1061.697882069156
4,163,1058.0433680754293
4,164,1056.5938019099706
4,165,1067.7323253073225
4,166,1102.1008386455414
4,167,1089.9664137395453
4,168,1102.32382050236
4,169,1107.9422513976508
4,170,1123.4357473866417
4,171,1133.5908963592876
4,172,1130.3950293734024
4,173,1128.9196572086498
4,174,1129.221365779135
4,175,1129.4496020459371
4,176,1150.5174219765702
4,177,1148.0081152550097
4,178,1152.3629769111635
4,179,1146.7802375147248
4,180,1159.176660925577
4,181,1165.780008499052
4,182,1173.840730344645
4,183,1172.2499790184058
4,184,1173.728121988086
4,185,1188.363456882754
4,186,1179.4938374411818
4,187,1195.3584904605186
4,188,1205.6289254734552
4,189,1212.9381758796212
4,190,1219.1806551031618
4,191,1220.1025205128155
4,192,1229.5950725470948
4,193,1235.2299091841994
4,194,1247.6307199034973
5,1,750.9442793683478
5,2,412.0751973282144
5,3,228.67188706113362
5,4,384.9619376407208
5,6,509.6337902096542
5,7,275.8054843835544
5,8,476.8056322361329
5,9,108.7711989271523
5,10,110.62390494680542
5,11,353.6962313628042
5,12,155.12064890287795
5,13,418.03711001019644
5,14,367.7137123287224
5,15,181.21781636787483
5,16,493.7189667947153
5,17,331.2011092268412
5,18,264.6593704097382
5,19,226.4586062521846
5,20,773.0573966920268
5,21,276.71181740014447
5,22,247.14789973956766
5,23,438.426778688996
5,24,320.5286084957159
5,25,419.84656730792796
5,26,324.4164285659095
5,27,245.31226930005053
5,28,274.3072381270512
5,29,265.0894304257722
5,30,256.594819152786
5,31,258.1368943333201
5,32,257.77914687137087
5,33,300.88870099904227
5,34,269.46706663338284
5,35,269.7463720164741
5,36,639.7485145463003
5,37,278.3843914136023
5,38,274.916989514036
5,39,278.0756585251576
5,40,275.9341344627917
5,41,280.13910891855136
5,42,281.1132958193565
5,43,283.1851215401862
5,44,282.3218379311811
5,45,301.327469010463
5,46,285.33822306730997
5,47,287.5892473929647
5,48,287.64312761510587
5,49,287.5085879984109
5,50,288.6818059497709
5,51,293.42814311657236
5,52,290.3734546628529
5,53,290.97170546759685
5,54,291.6006645850124
5,55,291.9529572603964
5,56,295.4381625047788
5,57,320.94201184815404
5,58,297.7137832458736
5,59,625.2666520556139
5,60,341.6265837915566
5,61,313.5402094342938
5,62,630.6224423359666
5,63,737.5276176959082
5,64,337.6811744260112
5,65,845.3564117366099
5,66,328.7988358695036
5,67,328.9678351851753
5,68,338.4880720676886
5,69,385.6337300270427
5,70,363.17329277690664
5,71,508.65425721478243
5,72,428.7292487725663
5,73,348.30118063552595
5,74,421.8438850400476
5,75,454.71001767372354
5,76,492.70934636964216
5,77,394.626289116337
5,78,458.5522666804538
5,79,420.2873879051109
5,80,544.7542016676615
5,81,422.4626647248499
5,82,627.2004148851466
5,83,445.11309393107246
5,84,430.58320790771756
5,85,865.826563499715
5,86,877.6516591077415
5,87,547.1116528790526
5,88,476.40513385324635
5,89,741.4571225500848
5,90,772.3439872984387
5,91,518.0228169339662
5,92,497.2183354286336
5,93,516.7313839157252
5,94,778.9650015117826
5,95,514.5815084747994
5,96,524.5928618968143
5,97,517.8913810698342
5,98,861.3977900575593
5,99,767.7838566852103
5,100,505.40795510797125
5,101,760.0968616312847
5,102,598.9136903337095
5,103,588.9570773572053
5,104,784.4810437873766
5,105,560.6813862294732
5,106,572.9230962494439
5,107,565.827947457053
5,108,565.8144662648454
5,109,686.0035178931146
5,110,574.4284305096523
5,111,821.3314039066155
5,112,581.9768509513176
5,113,710.9508200855047
5,114,764.6713096342663
5,115,618.5623084476625
5,116,633.4688766020488
5,117,657.2046497979528
5,118,677.3343461187413
5,119,768.2616741508983
5,120,689.1241447404122
5,121,694.8981516545031
5,122,756.9518007715945
5,123,705.6326271947253
5,124,713.5057129033239
5,125,876.4077288765617
5,126,872.6924186598719
5,127,908.3890032651695
5,128,738.6124058573771
5,129,761.5572973669409
5,130,982.7196009443654
5,131,777.4372636195155
5,132,933.6138435015754
5,133,778.8748142253496
5,134,940.4612530889981
5,135,789.3098929319558
5,136,809.3256481497974
5,137,947.720588602848
5,138,919.7814682753318
5,139,917.5404133024379
5,140,972.0327179119876
5,141,887.1793314130013
5,142,963.4065367547242
5,143,847.1915726295763
5,144,918.1630098083087
5,145,997.4586859788092
5,146,978.416045137612
5,147,896.9341319423701
5,148,868.070899779052
5,149,995.1910886177601
5,150,936.8460870269895
5,151,897.0979192807127
5,152,923.2984678502249
5,153,943.3926124222302
5,154,958.5841528647647
5,155,906.6262962655851
5,156,1057.494287495881
5,157,972.1770563350092
5,158,955.8888519153519
5,159,970.4120267878861
5,160,953.1103131554152
5,161,1068.8509174417404
5,162,976.091122324272
5,163,1071.965631880098
5,164,1062.0131452826224
5,165,1006.2295709144739
5,166,998.3864866453521
5,167,1011.8910990758291
5,168,1035.9019089513938
5,169,1114.2888679210776
5,170,1043.0714018621768
5,171,1041.5700119394837
5,172,1123.6751854275672
5,173,1105.4065778462138
5,174,1106.6305842511313
5,175,1094.5026034885464
5,176,1162.0458197735127
5,177,1095.4525950886339
5,178,1083.7268154069561
5,179,1132.46109525741
5,180,1084.1730520152455
5,181,1109.747804555635
5,182,1174.6852072857862
5,183,1146.0724260584998
5,184,1129.3858257619959
5,185,1098.0237034113115
5,186,1159.3068566556876
5,187,1169.7559925967687
5,188,1152.7957115070928
5,189,1168.7670609938514
5,190,1189.7248417902508
5,191,1173.7140620880396
5,192,1184.755638241776
5,193,1164.1391741179616
5,194,1235.489688252307
6,1,329.00992474430154
6,2,304.65231747552673
6,3,399.5372815466377
6,4,171.80601090392574
6,5,509.6337902096542
6,7,236.75180874589202
6,8,69.18455654407245
6,9,485.634763600477
6,10,491.17150925738855
